ONS ID,Constituency name,First party,Second party,Con,Lab,LD,BRX,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,other,Of which other winner,q,r
W07000049,Aberavon,Lab,Con,6518,17008,1072,3108,450,0,2711,0,0,0,0,0,731,0,-12,-8
W07000058,Aberconwy,Con,Lab,14687,12653,1821,0,0,0,2704,0,0,0,0,0,0,0,-12,0
S14000001,Aberdeen North,SNP,Con,7535,4939,2846,1008,880,20205,0,0,0,0,0,0,0,0,-4,25
S14000002,Aberdeen South,SNP,Con,16398,3834,5018,0,0,20388,0,0,0,0,0,0,0,0,-3,24
S14000003,Airdrie and Shotts,SNP,Lab,7011,12728,1419,0,685,17929,0,0,0,0,0,0,0,0,-7,20
E14000530,Aldershot,Con,Lab,27980,11282,6920,0,1750,0,0,0,0,0,0,0,0,0,-3,-11
E14000531,Aldridge-Brownhills,Con,Lab,27850,8014,2371,0,771,0,0,0,0,0,0,0,336,0,-3,-1
E14000532,Altrincham and Sale West,Con,Lab,26311,20172,6036,0,1566,0,0,0,0,0,0,0,678,0,-7,3
W07000043,Alyn and Deeside,Lab,Con,18058,18271,2548,2678,0,0,1453,0,0,0,0,0,0,0,-10,1
E14000533,Amber Valley,Con,Lab,29096,12210,2873,0,1388,0,0,0,0,0,0,0,0,0,0,2
S14000004,Angus,SNP,Con,17421,2051,2482,0,0,21216,0,0,0,0,0,0,0,0,-5,23
W07000057,Arfon,PC,Lab,4428,10353,0,1159,0,0,13134,0,0,0,0,0,0,0,-13,-1
S14000005,Argyll and Bute,SNP,Con,16930,3248,6832,0,0,21040,0,0,0,0,0,0,0,0,-8,23
E14000534,Arundel and South Downs,Con,LD,35566,9722,13045,0,2519,0,0,0,0,0,0,0,556,0,0,-15
E14000535,Ashfield,Con,Ash,19231,11971,1105,2501,674,0,0,0,0,0,0,0,13498,0,1,2
E14000536,Ashford,Con,Lab,37270,13241,6048,0,2638,0,0,0,0,0,0,0,862,0,12,-13
E14000537,Ashton-Under-Lyne,Lab,Con,14281,18544,1395,3151,1208,0,0,0,0,0,0,0,0,0,-5,6
E14000538,Aylesbury,Con,Lab,32737,15364,10081,0,2394,0,0,0,0,0,0,0,0,0,2,-6
S14000006,"Ayr, Carrick and Cumnock",SNP,Con,17943,6219,2158,0,0,20272,0,0,0,0,0,0,0,0,-8,16
E14000539,Banbury,Con,Lab,34148,17335,8831,0,2607,0,0,0,0,0,0,0,0,0,1,-5
S14000007,Banff and Buchan,Con,SNP,21182,1734,2280,0,0,17064,0,0,0,0,0,0,0,0,-5,24
E14000540,Barking,Lab,Con,11792,27219,1482,3186,820,0,0,0,0,0,0,0,0,0,8,-9
E14000541,Barnsley Central,Lab,BRX,7892,14804,1176,11233,900,0,0,0,0,0,0,0,898,0,-2,6
E14000542,Barnsley East,Lab,BRX,10377,14329,1330,11112,922,0,0,0,0,0,0,0,0,0,-1,6
E14000543,Barrow and Furness,Con,Lab,23876,18087,2025,1355,703,0,0,0,0,0,0,0,0,0,-5,13
E14000544,Basildon and Billericay,Con,Lab,29590,9178,3741,0,1395,0,0,0,0,0,0,0,224,0,8,-5
E14000545,Basingstoke,Con,Lab,29593,15395,6841,0,2138,0,0,0,0,0,0,0,746,0,-3,-10
E14000546,Bassetlaw,Con,Lab,28078,14065,3332,5366,0,0,0,0,0,0,0,0,0,0,2,4
E14000547,Bath,LD,Con,16097,6639,28419,642,0,0,0,0,0,0,0,0,341,0,-6,-9
E14000548,Batley and Spen,Lab,Con,19069,22594,2462,1678,692,0,0,0,0,0,0,0,6432,0,-1,8
E14000549,Battersea,Lab,Con,21622,27290,9150,386,1529,0,0,0,0,0,0,0,0,0,4,-12
E14000550,Beaconsfield,Con,Ind,32477,5756,0,0,2033,0,0,0,0,0,0,0,17602,0,-1,-8
E14000551,Beckenham,Con,Lab,27282,13024,8194,0,2055,0,0,0,0,0,0,0,0,0,7,-14
E14000552,Bedford,Lab,Con,20346,20491,4608,896,960,0,0,0,0,0,0,0,0,0,4,-3
N06000001,Belfast East,DUP,APNI,0,0,0,0,0,0,0,20874,0,0,2516,19055,0,0,-14,13
N06000002,Belfast North,SF,DUP,0,0,0,0,0,0,0,21135,23078,0,0,4824,0,0,-14,14
N06000003,Belfast South,SDLP,DUP,0,0,0,0,0,0,0,11678,0,27079,1259,6786,550,0,-14,12
N06000004,Belfast West,SF,PBPA,0,0,0,0,0,0,0,5220,20866,2985,0,1882,7829,0,-15,13
E14000553,Bermondsey and Old Southwark,Lab,LD,9678,31723,15597,1617,0,0,0,0,0,0,0,0,0,0,5,-11
S14000008,"Berwickshire, Roxburgh and Selkirk",Con,SNP,25747,2513,4287,0,0,20599,0,0,0,0,0,0,0,0,-5,17
E14000554,Berwick-Upon-Tweed,Con,Lab,23947,9112,7656,0,1394,0,0,0,0,0,0,0,0,0,-4,17
E14000555,Bethnal Green and Bow,Lab,Con,6528,44052,5892,1081,2570,0,0,0,0,0,0,0,439,0,7,-10
E14000556,Beverley and Holderness,Con,Lab,33250,12802,4671,0,1378,0,0,0,0,0,0,0,1441,0,4,8
E14000557,Bexhill and Battle,Con,Lab,37590,11531,7280,0,2692,0,0,0,0,0,0,0,0,0,10,-15
E14000558,Bexleyheath and Crayford,Con,Lab,25856,12753,2819,0,1298,0,0,0,0,0,0,0,520,0,9,-10
E14000559,Birkenhead,Lab,BSJP,5540,24990,1620,1489,1405,0,0,0,0,0,0,0,7285,0,-10,2
E14000560,"Birmingham, Edgbaston",Lab,Con,15603,21217,3349,1047,1112,0,0,0,0,0,0,0,0,0,-4,-3
E14000561,"Birmingham, Erdington",Lab,Con,14119,17720,1301,1441,648,0,0,0,0,0,0,0,0,0,-2,-2
E14000562,"Birmingham, Hall Green",Lab,Con,7381,35889,3673,877,818,0,0,0,0,0,0,0,4273,0,-3,-4
E14000563,"Birmingham, Hodge Hill",Lab,Con,6742,35397,760,1519,328,0,0,0,0,0,0,0,257,0,-1,-2
E14000564,"Birmingham, Ladywood",Lab,Con,4773,33355,2228,831,931,0,0,0,0,0,0,0,0,0,-3,-3
E14000565,"Birmingham, Northfield",Con,Lab,19957,18317,1961,1655,954,0,0,0,0,0,0,0,254,0,-4,-4
E14000566,"Birmingham, Perry Barr",Lab,Con,11277,26594,1901,1382,845,0,0,0,0,0,0,0,148,0,-3,-2
E14000567,"Birmingham, Selly Oak",Lab,Con,15300,27714,3169,1436,1848,0,0,0,0,0,0,0,0,0,-3,-5
E14000568,"Birmingham, Yardley",Lab,Con,12720,23379,3754,2246,579,0,0,0,0,0,0,0,0,0,-2,-3
E14000569,Bishop Auckland,Con,Lab,24067,16105,2133,2500,0,0,0,0,0,0,0,0,0,0,-2,12
E14000570,Blackburn,Lab,Con,10736,29040,1130,2770,741,0,0,0,0,0,0,0,319,0,-6,10
E14000571,Blackley and Broughton,Lab,Con,9485,23887,1590,2736,920,0,0,0,0,0,0,0,0,0,-6,6
E14000572,Blackpool North and Cleveleys,Con,Lab,22364,13768,1494,0,735,0,0,0,0,0,0,0,443,0,-6,12
E14000573,Blackpool South,Con,Lab,16247,12557,1008,2009,563,0,0,0,0,0,0,0,368,0,-8,11
W07000072,Blaenau Gwent,Lab,BRX,5749,14862,1285,6215,386,0,1722,0,0,0,0,0,0,0,-9,-3
E14000574,Blaydon,Lab,Con,14263,19794,3703,5833,1279,0,0,0,0,0,0,0,809,0,-3,14
E14000575,Blyth Valley,Con,Lab,17440,16728,2151,3394,1146,0,0,0,0,0,0,0,0,0,-2,17
E14000576,Bognor Regis and Littlehampton,Con,Lab,32521,10018,5645,0,1826,0,0,0,0,0,0,0,1213,0,2,-15
E14000577,Bolsover,Con,Lab,21791,16492,1759,4151,758,0,0,0,0,0,0,0,987,0,0,3
E14000578,Bolton North East,Con,Lab,19759,19381,1847,1880,689,0,0,0,0,0,0,0,0,0,-7,7
E14000579,Bolton South East,Lab,Con,13918,21516,1411,2968,791,0,0,0,0,0,0,0,0,0,-7,6
E14000580,Bolton West,Con,Lab,27255,18400,2704,0,939,0,0,0,0,0,0,0,0,0,-8,7
E14000581,Bootle,Lab,Con,4510,39066,1822,2610,1166,0,0,0,0,0,0,0,0,0,-10,7
E14000582,Boston and Skegness,Con,Lab,31963,6342,1963,0,0,0,0,0,0,0,0,0,1428,0,4,5
E14000583,Bosworth,Con,Lab,36056,9778,9096,0,1502,0,0,0,0,0,0,0,0,0,0,-1
E14000584,Bournemouth East,Con,Lab,24926,16120,5418,0,2049,0,0,0,0,0,0,0,761,0,-8,-13
E14000585,Bournemouth West,Con,Lab,24550,14400,4931,0,2096,0,0,0,0,0,0,0,0,0,-8,-14
E14000586,Bracknell,Con,Lab,31894,12065,7749,0,2089,0,0,0,0,0,0,0,553,0,-2,-10
E14000587,Bradford East,Lab,Con,9681,27825,3316,2700,662,0,0,0,0,0,0,0,0,0,-2,9
E14000588,Bradford South,Lab,Con,16044,18390,1505,2819,983,0,0,0,0,0,0,0,0,0,-2,8
E14000589,Bradford West,Lab,Con,6717,33736,1349,1556,813,0,0,0,0,0,0,0,90,0,-3,9
E14000590,Braintree,Con,Lab,34112,9439,4779,0,0,0,0,0,0,0,0,0,2169,0,8,-2
W07000068,Brecon and Radnorshire,Con,LD,21958,3944,14827,0,0,0,0,0,0,0,0,0,590,0,-9,-2
E14000591,Brent Central,Lab,Con,10909,31779,4844,0,1600,0,0,0,0,0,0,0,0,0,2,-9
E14000593,Brentford and Isleworth,Lab,Con,18752,29266,7314,1165,1829,0,0,0,0,0,0,0,0,0,1,-11
E14000592,Brent North,Lab,Con,18832,26911,4065,951,850,0,0,0,0,0,0,0,270,0,1,-9
E14000594,Brentwood and Ongar,Con,Lab,36308,7243,7187,0,1679,0,0,0,0,0,0,0,532,0,8,-4
W07000073,Bridgend,Con,Lab,18193,17036,2368,1811,815,0,2013,0,0,0,0,0,0,0,-12,-9
E14000595,Bridgwater and West Somerset,Con,Lab,35827,11388,7805,0,1877,0,0,0,0,0,0,0,755,0,-11,-12
E14000596,Brigg and Goole,Con,Lab,30941,9000,2180,0,1281,0,0,0,0,0,0,0,0,0,1,7
E14000597,"Brighton, Kemptown",Lab,Con,16972,25033,2964,1327,2237,0,0,0,0,0,0,0,0,0,7,-15
E14000598,"Brighton, Pavilion",Green,Lab,10176,13211,0,770,33151,0,0,0,0,0,0,0,690,0,6,-15
E14000599,Bristol East,Lab,Con,16923,27717,3527,1881,2106,0,0,0,0,0,0,0,0,0,-7,-9
E14000600,Bristol North West,Lab,Con,21638,27330,4940,0,1977,0,0,0,0,0,0,0,0,0,-8,-9
E14000601,Bristol South,Lab,Con,18036,27895,4227,2325,2713,0,0,0,0,0,0,0,0,0,-7,-10
E14000602,Bristol West,Lab,Green,8822,47028,0,869,18809,0,0,0,0,0,0,0,0,0,-8,-10
E14000603,Broadland,Con,Lab,33934,12073,9195,0,1412,0,0,0,0,0,0,0,363,0,7,2
E14000604,Bromley and Chislehurst,Con,Lab,23958,13067,6621,0,1546,0,0,0,0,0,0,0,374,0,8,-13
E14000605,Bromsgrove,Con,Lab,34408,11302,6779,0,1783,0,0,0,0,0,0,0,0,0,-4,-5
E14000606,Broxbourne,Con,Lab,30631,10824,3970,0,1281,0,0,0,0,0,0,0,0,0,8,-6
E14000607,Broxtowe,Con,Lab,26602,21271,0,0,1806,0,0,0,0,0,0,0,5593,0,0,1
E14000608,Buckingham,Con,LD,37035,7638,16624,1286,0,0,0,0,0,0,0,0,875,0,2,-5
E14000609,Burnley,Con,Lab,15720,14368,3501,3362,739,0,0,0,0,0,0,0,1294,0,-4,10
E14000610,Burton,Con,Lab,29560,15064,2681,0,1433,0,0,0,0,0,0,0,0,0,-3,1
E14000611,Bury North,Con,Lab,21660,21555,1584,1240,802,0,0,0,0,0,0,0,0,0,-6,9
E14000612,Bury South,Con,Lab,22034,21632,2315,1672,848,0,0,0,0,0,0,0,1773,0,-6,8
E14000613,Bury St Edmunds,Con,Lab,37770,12782,0,0,9711,0,0,0,0,0,0,0,1694,0,9,-2
W07000076,Caerphilly,Lab,Con,11185,18018,0,4490,0,0,6424,0,0,0,0,0,0,0,-10,-6
S14000009,"Caithness, Sutherland and Easter Ross",LD,SNP,5176,1936,11705,1139,0,11501,0,0,0,0,0,0,0,0,-6,26
E14000614,Calder Valley,Con,Lab,29981,24207,2884,0,0,0,0,0,0,0,0,0,721,0,-4,9
E14000615,Camberwell and Peckham,Lab,Con,6478,40258,5087,1041,3501,0,0,0,0,0,0,0,127,0,6,-12
E14000616,Camborne and Redruth,Con,Lab,26764,18064,3504,0,1359,0,0,0,0,0,0,0,676,0,-16,-15
E14000617,Cambridge,Lab,LD,8342,25776,16137,1041,2164,0,0,0,0,0,0,0,269,0,6,-1
E14000618,Cannock Chase,Con,Lab,31636,11757,0,0,2920,0,0,0,0,0,0,0,0,0,-4,-1
E14000619,Canterbury,Lab,Con,27182,29018,3408,0,0,0,0,0,0,0,0,0,505,0,12,-12
W07000050,Cardiff Central,Lab,Con,8426,25605,6298,1006,0,0,0,0,0,0,0,0,487,0,-9,-8
W07000051,Cardiff North,Lab,Con,19082,26064,3580,1311,820,0,1606,0,0,0,0,0,203,0,-10,-7
W07000080,Cardiff South and Penarth,Lab,Con,14645,27382,2985,1999,1182,0,2386,0,0,0,0,0,0,0,-10,-9
W07000079,Cardiff West,Lab,Con,12922,23908,2731,1619,1133,0,3864,0,0,0,0,0,0,0,-10,-8
E14000620,Carlisle,Con,Lab,23659,15340,2829,0,0,0,0,0,0,0,0,0,1045,0,-4,14
W07000067,Carmarthen East and Dinefwr,PC,Con,14130,8622,0,2311,0,0,15939,0,0,0,0,0,0,0,-14,-7
W07000066,Carmarthen West and South Pembrokeshire,Con,Lab,22183,14438,1860,0,0,0,3633,0,0,0,0,0,0,0,-15,-8
E14000621,Carshalton and Wallington,Con,LD,20822,6081,20193,1043,759,0,0,0,0,0,0,0,200,0,4,-14
E14000622,Castle Point,Con,Lab,33971,7337,2969,0,0,0,0,0,0,0,0,0,0,0,10,-7
S14000010,Central Ayrshire,SNP,Con,16182,6583,2283,0,0,21486,0,0,0,0,0,0,0,0,-10,17
E14000623,Central Devon,Con,Lab,32095,14374,8770,0,2833,0,0,0,0,0,0,0,0,0,-13,-13
E14000624,Central Suffolk and North Ipswich,Con,Lab,35253,11862,6485,0,2650,0,0,0,0,0,0,0,0,0,10,0
W07000064,Ceredigion,PC,Con,8879,6317,6975,2063,663,0,15208,0,0,0,0,0,0,0,-12,-6
E14000625,Charnwood,Con,Lab,35121,12724,4856,0,2664,0,0,0,0,0,0,0,0,0,3,0
E14000626,Chatham and Aylesford,Con,Lab,28856,10316,2866,0,1090,0,0,0,0,0,0,0,212,0,10,-11
E14000627,Cheadle,Con,LD,25694,6851,23358,0,0,0,0,0,0,0,0,0,0,0,-5,3
E14000628,Chelmsford,Con,LD,31934,10295,14313,0,0,0,0,0,0,0,0,0,580,0,9,-4
E14000629,Chelsea and Fulham,Con,LD,23345,10872,12104,0,0,0,0,0,0,0,0,0,500,0,2,-11
E14000630,Cheltenham,Con,LD,28486,2921,27505,0,0,0,0,0,0,0,0,0,445,0,-7,-7
E14000631,Chesham and Amersham,Con,LD,30850,7166,14627,0,3042,0,0,0,0,0,0,0,0,0,0,-7
E14000632,Chesterfield,Lab,Con,16720,18171,3985,4771,1148,0,0,0,0,0,0,0,391,0,-1,3
E14000633,Chichester,Con,LD,35402,9069,13912,0,2527,0,0,0,0,0,0,0,333,0,-1,-15
E14000634,Chingford and Woodford Green,Con,Lab,23481,22219,2744,0,0,0,0,0,0,0,0,0,0,0,6,-6
E14000635,Chippenham,Con,LD,30994,6399,19706,0,0,0,0,0,0,0,0,0,0,0,-5,-9
E14000636,Chipping Barnet,Con,Lab,25745,24533,5932,0,1288,0,0,0,0,0,0,0,71,0,3,-7
E14000637,Chorley,Spk,Ind,0,0,0,0,3600,0,0,0,0,0,0,0,36270,26831,-7,9
E14000638,Christchurch,Con,LD,33894,6568,9277,0,2212,0,0,0,0,0,0,0,0,0,-7,-13
E14000639,Cities Of London and Westminster,Con,LD,17049,11624,13096,0,728,0,0,0,0,0,0,0,226,0,4,-11
E14000640,City Of Chester,Lab,Con,20918,27082,3734,1388,1438,0,0,0,0,0,0,0,0,0,-8,1
E14000641,City Of Durham,Lab,Con,15506,20531,7935,3252,1635,0,0,0,0,0,0,0,0,0,-2,13
E14000642,Clacton,Con,Lab,31438,6736,2541,0,1225,0,0,0,0,0,0,0,1566,0,10,-3
E14000643,Cleethorpes,Con,Lab,31969,10551,2535,0,1284,0,0,0,0,0,0,0,0,0,2,7
W07000062,Clwyd South,Con,Lab,16222,14983,1496,1468,0,0,2137,0,0,0,0,0,0,0,-10,-1
W07000059,Clwyd West,Con,Lab,20403,13656,2237,0,0,0,3907,0,0,0,0,0,0,0,-11,0
S14000011,"Coatbridge, Chryston and Bellshill",SNP,Lab,6113,17056,1564,0,808,22680,0,0,0,0,0,0,0,0,-8,20
E14000644,Colchester,Con,Lab,26917,17494,7432,0,1530,0,0,0,0,0,0,0,0,0,9,-3
E14000645,Colne Valley,Con,Lab,29482,24379,3815,1268,1068,0,0,0,0,0,0,0,880,0,-4,7
E14000646,Congleton,Con,Lab,33747,15186,6026,0,1616,0,0,0,0,0,0,0,658,0,-5,2
E14000647,Copeland,Con,Lab,22856,17014,1888,0,765,0,0,0,0,0,0,0,0,0,-6,13
E14000648,Corby,Con,Lab,33410,23142,3923,0,0,0,0,0,0,0,0,0,0,0,4,1
E14000649,Coventry North East,Lab,Con,15720,23412,2061,2110,1141,0,0,0,0,0,0,0,0,0,-1,-3
E14000650,Coventry North West,Lab,Con,20710,20918,2717,1956,1443,0,0,0,0,0,0,0,0,0,-1,-4
E14000651,Coventry South,Lab,Con,19143,19544,3398,1432,1092,0,0,0,0,0,0,0,435,0,0,-4
E14000652,Crawley,Con,Lab,27040,18680,2728,0,1451,0,0,0,0,0,0,0,0,0,1,-14
E14000653,Crewe and Nantwich,Con,Lab,28704,20196,2618,1390,975,0,0,0,0,0,0,0,149,0,-6,1
E14000654,Croydon Central,Lab,Con,21175,27124,3532,999,1215,0,0,0,0,0,0,0,0,0,6,-14
E14000655,Croydon North,Lab,Con,11822,36495,4476,839,1629,0,0,0,0,0,0,0,348,0,6,-13
E14000656,Croydon South,Con,Lab,30985,18646,7503,0,1782,0,0,0,0,0,0,0,442,0,5,-14
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",SNP,Lab,7380,11182,2966,0,0,24158,0,0,0,0,0,0,0,0,-8,21
W07000070,Cynon Valley,Lab,Con,6711,15533,949,3045,0,0,2562,0,0,0,0,0,1436,0,-10,-5
E14000657,Dagenham and Rainham,Lab,Con,19175,19468,1182,2887,602,0,0,0,0,0,0,0,421,0,9,-8
E14000658,Darlington,Con,Lab,20901,17607,2097,1544,1057,0,0,0,0,0,0,0,292,0,-1,12
E14000659,Dartford,Con,Lab,34006,14846,3736,0,1435,0,0,0,0,0,0,0,0,0,9,-11
E14000660,Daventry,Con,Lab,37055,10975,7032,0,2341,0,0,0,0,0,0,0,0,0,1,-3
W07000042,Delyn,Con,Lab,16756,15891,2346,1971,0,0,1406,0,0,0,0,0,0,0,-11,1
E14000661,Denton and Reddish,Lab,Con,13142,19317,1642,3039,1124,0,0,0,0,0,0,0,324,0,-4,5
E14000662,Derby North,Con,Lab,21259,18719,3450,1908,1046,0,0,0,0,0,0,0,635,0,-1,2
E14000664,Derbyshire Dales,Con,Lab,29356,11975,6627,0,2058,0,0,0,0,0,0,0,0,0,-3,3
E14000663,Derby South,Lab,Con,15671,21690,2621,2480,0,0,0,0,0,0,0,0,0,0,-1,1
E14000665,Devizes,Con,LD,32150,7838,8157,0,2809,0,0,0,0,0,0,0,0,0,-5,-10
E14000666,Dewsbury,Con,Lab,26179,24618,2406,1874,1060,0,0,0,0,0,0,0,252,0,-2,7
E14000668,Doncaster Central,Lab,Con,14360,16638,1748,6842,981,0,0,0,0,0,0,0,1012,0,1,6
E14000669,Doncaster North,Lab,Con,13370,15740,1476,8294,0,0,0,0,0,0,0,0,1818,0,0,6
E14000667,Don Valley,Con,Lab,19609,15979,1907,6247,872,0,0,0,0,0,0,0,823,0,1,5
E14000670,Dover,Con,Lab,28830,16552,2895,0,1371,0,0,0,0,0,0,0,1053,0,13,-12
E14000671,Dudley North,Con,Lab,23134,11601,1210,0,739,0,0,0,0,0,0,0,0,0,-7,-3
E14000672,Dudley South,Con,Lab,24835,9270,1608,0,863,0,0,0,0,0,0,0,0,0,-6,-4
E14000673,Dulwich and West Norwood,Lab,Green,9160,36521,0,571,9211,0,0,0,0,0,0,0,315,0,5,-13
S14000013,Dumfries and Galloway,Con,SNP,22678,4745,3133,0,0,20873,0,0,0,0,0,0,0,0,-6,16
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",Con,SNP,22611,4172,3540,0,0,18830,0,0,0,0,0,0,0,0,-5,16
S14000015,Dundee East,SNP,Con,10986,6045,3573,0,0,24361,0,0,0,0,0,0,312,0,-5,22
S14000016,Dundee West,SNP,Lab,5149,10096,2468,1271,0,22355,0,0,0,0,0,0,240,0,-6,23
S14000017,Dunfermline and West Fife,SNP,Lab,11207,13028,4262,0,1258,23727,0,0,0,0,0,0,0,0,-6,21
W07000061,Dwyfor Meirionnydd,PC,Con,9707,3998,0,1776,0,0,14447,0,0,0,0,0,0,0,-12,-1
E14000674,Ealing Central and Acton,Lab,Con,14832,28132,9444,664,1735,0,0,0,0,0,0,0,0,0,1,-10
E14000675,Ealing North,Lab,Con,15767,28036,4370,0,1458,0,0,0,0,0,0,0,0,0,0,-9
E14000676,"Ealing, Southall",Lab,Con,9594,25678,3933,867,1688,0,0,0,0,0,0,0,457,0,0,-10
E14000677,Easington,Lab,Con,9142,15723,1526,6744,0,0,0,0,0,0,0,0,1448,0,0,14
N06000005,East Antrim,DUP,APNI,1043,0,0,0,685,0,0,16871,2120,902,5475,10165,0,0,-14,15
E14000684,Eastbourne,Con,LD,26951,3848,22620,1530,0,0,0,0,0,0,0,0,185,0,9,-15
E14000678,East Devon,Con,Ind,32577,2870,1771,0,711,0,0,0,0,0,0,0,26144,0,-11,-14
S14000018,East Dunbartonshire,SNP,LD,7455,4839,19523,0,916,19672,0,0,0,0,0,0,626,0,-8,22
E14000679,East Ham,Lab,Con,8527,41703,2158,1107,883,0,0,0,0,0,0,0,250,0,7,-9
E14000680,East Hampshire,Con,LD,33446,6287,13750,0,2600,0,0,0,0,0,0,0,812,0,-3,-12
S14000019,"East Kilbride, Strathaven and Lesmahagow",SNP,Lab,11961,12791,3760,0,1153,26113,0,0,0,0,0,0,559,0,-8,17
E14000685,Eastleigh,Con,LD,32690,7559,17083,0,1639,0,0,0,0,0,0,0,0,0,-4,-12
N06000006,East Londonderry,DUP,SDLP,0,0,0,0,0,0,0,15765,6128,6158,3599,5921,1731,0,-16,15
S14000020,East Lothian,SNP,Lab,15523,17270,4071,0,0,21156,0,0,0,0,0,0,493,0,-4,18
S14000021,East Renfrewshire,SNP,Con,19451,6855,4174,0,0,24877,0,0,0,0,0,0,0,0,-10,18
E14000681,East Surrey,Con,LD,35624,8247,11584,0,2340,0,0,0,0,0,0,0,1895,0,9,-14
E14000682,East Worthing and Shoreham,Con,Lab,27107,19633,4127,0,2006,0,0,0,0,0,0,0,255,0,4,-15
E14000683,East Yorkshire,Con,Lab,33988,11201,4219,0,1675,0,0,0,0,0,0,0,1686,0,3,10
E14000686,Eddisbury,Con,Lab,30095,11652,9582,0,1191,0,0,0,0,0,0,0,451,0,-7,1
S14000022,Edinburgh East,SNP,Lab,6549,12748,3289,0,2064,23165,0,0,0,0,0,0,0,0,-5,19
S14000023,Edinburgh North and Leith,SNP,Lab,11000,13117,6635,558,1971,25925,0,0,0,0,0,0,138,0,-6,19
S14000024,Edinburgh South,Lab,SNP,8161,23745,3819,0,1357,12650,0,0,0,0,0,0,0,0,-5,18
S14000025,Edinburgh South West,SNP,Con,12848,7478,4971,625,1265,24830,0,0,0,0,0,0,114,0,-6,18
S14000026,Edinburgh West,LD,SNP,9283,4460,21766,0,1027,17997,0,0,0,0,0,0,0,0,-7,19
E14000687,Edmonton,Lab,Con,10202,26217,2145,840,862,0,0,0,0,0,0,0,75,0,5,-7
E14000688,Ellesmere Port and Neston,Lab,Con,17237,26001,2406,2138,964,0,0,0,0,0,0,0,0,0,-9,1
E14000689,Elmet and Rothwell,Con,Lab,33726,16373,5155,0,1775,0,0,0,0,0,0,0,1196,0,2,10
E14000690,Eltham,Lab,Con,17353,20550,2941,1523,1322,0,0,0,0,0,0,0,0,0,8,-12
E14000691,Enfield North,Lab,Con,16848,23340,2950,797,1115,0,0,0,0,0,0,0,0,0,5,-6
E14000692,"Enfield, Southgate",Lab,Con,18473,22923,4344,494,1042,0,0,0,0,0,0,0,0,0,4,-6
E14000693,Epping Forest,Con,Lab,32364,10191,5387,0,1975,0,0,0,0,0,0,0,351,0,9,-6
E14000694,Epsom and Ewell,Con,LD,31819,10226,13946,0,2047,0,0,0,0,0,0,0,1413,0,1,-13
E14000695,Erewash,Con,Lab,27560,16954,2487,0,1115,0,0,0,0,0,0,0,698,0,1,0
E14000696,Erith and Thamesmead,Lab,Con,16124,19882,1984,2246,876,0,0,0,0,0,0,0,272,0,8,-11
E14000697,Esher and Walton,Con,LD,31132,2838,28389,0,0,0,0,0,0,0,0,0,725,0,-1,-13
E14000698,Exeter,Lab,Con,19479,29882,0,1428,4838,0,0,0,0,0,0,0,565,0,-12,-13
S14000028,Falkirk,SNP,Con,14403,6243,3990,0,1885,29351,0,0,0,0,0,0,0,0,-7,21
E14000699,Fareham,Con,Lab,36459,10373,8006,0,2412,0,0,0,0,0,0,0,0,0,-4,-14
E14000700,Faversham and Mid Kent,Con,Lab,31864,9888,6170,0,2103,0,0,0,0,0,0,0,369,0,12,-11
E14000701,Feltham and Heston,Lab,Con,17017,24876,3127,1658,1133,0,0,0,0,0,0,0,0,0,0,-11
N06000007,Fermanagh and South Tyrone,SF,UUP,0,0,0,0,0,0,0,0,21986,3446,21929,2650,751,0,-17,13
E14000702,Filton and Bradley Stoke,Con,Lab,26293,20647,4992,0,1563,0,0,0,0,0,0,0,257,0,-8,-8
E14000703,Finchley and Golders Green,Con,LD,24162,13347,17600,0,0,0,0,0,0,0,0,0,0,0,3,-8
E14000704,Folkestone and Hythe,Con,Lab,35483,14146,5755,0,2706,0,0,0,0,0,0,0,915,0,12,-14
E14000705,Forest Of Dean,Con,Lab,30680,14811,0,0,4681,0,0,0,0,0,0,0,1303,0,-7,-6
N06000008,Foyle,SDLP,SF,0,0,0,0,0,0,0,4773,9771,26881,1088,1267,3364,0,-17,15
E14000706,Fylde,Con,Lab,28432,11821,3748,0,1731,0,0,0,0,0,0,0,927,0,-7,10
E14000707,Gainsborough,Con,Lab,33893,10926,5157,0,0,0,0,0,0,0,0,0,1070,0,2,5
E14000708,Garston and Halewood,Lab,Con,6954,38578,3324,2943,1183,0,0,0,0,0,0,0,344,0,-9,3
E14000709,Gateshead,Lab,Con,13250,20450,2792,0,1653,0,0,0,0,0,0,0,0,0,-3,15
E14000710,Gedling,Con,Lab,22718,22039,2279,1820,1097,0,0,0,0,0,0,0,0,0,3,2
E14000711,Gillingham and Rainham,Con,Lab,28173,13054,2503,0,1043,0,0,0,0,0,0,0,1185,0,11,-11
S14000029,Glasgow Central,SNP,Lab,3698,13276,1952,0,1429,19750,0,0,0,0,0,0,0,0,-9,19
S14000030,Glasgow East,SNP,Lab,5709,12791,1626,0,0,18357,0,0,0,0,0,0,0,0,-8,18
S14000031,Glasgow North,SNP,Lab,3806,11381,2394,320,1308,16982,0,0,0,0,0,0,0,0,-9,20
