ONS ID,Constituency name,First party,Second party,Con,Lab,LD,BRX,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,other,Of which other winner,q,r
E14001028,Wentworth and Dearne,Lab,Con,14577,16742,1705,7019,0,0,0,0,0,0,0,0,1514,0,-1,5
S14000058,West Aberdeenshire and Kincardine,Con,SNP,22752,2431,6253,0,0,21909,0,0,0,0,0,0,0,0,-4,24
E14001029,West Bromwich East,Con,Lab,16804,15211,1313,1475,627,0,0,0,0,0,0,0,545,0,-4,-2
E14001030,West Bromwich West,Con,Lab,17419,13620,915,1841,664,0,0,0,0,0,0,0,0,0,-5,-2
E14001031,West Dorset,Con,LD,33589,5729,19483,0,2124,0,0,0,0,0,0,0,0,0,-9,-14
S14000059,West Dunbartonshire,SNP,Lab,6436,12843,1890,0,867,22396,0,0,0,0,0,0,708,0,-9,22
E14001032,West Ham,Lab,Con,9793,42181,4161,1679,1780,0,0,0,0,0,0,0,606,0,6,-9
E14001033,West Lancashire,Lab,Con,19122,27458,2560,2275,1248,0,0,0,0,0,0,0,0,0,-8,8
E14001036,Westminster North,Lab,Con,12481,23240,5593,418,1064,0,0,0,0,0,0,0,115,0,3,-11
E14001037,Westmorland and Lonsdale,LD,Con,23861,2293,25795,763,0,0,0,0,0,0,0,0,0,0,-4,13
E14001038,Weston-Super-Mare,Con,Lab,31983,14862,6935,0,1834,0,0,0,0,0,0,0,0,0,-9,-12
E14001034,West Suffolk,Con,Lab,33842,10648,4685,0,2262,0,0,0,0,0,0,0,0,0,8,-1
N06000018,West Tyrone,SF,DUP,0,0,0,0,521,0,0,9066,16544,7330,2774,3979,972,0,-17,14
E14001035,West Worcestershire,Con,LD,34909,9496,10410,0,2715,0,0,0,0,0,0,0,0,0,-7,-4
E14001039,Wigan,Lab,Con,14314,21042,2428,5959,1299,0,0,0,0,0,0,0,0,0,-7,8
E14001040,Wimbledon,Con,LD,20373,12543,19745,0,0,0,0,0,0,0,0,0,366,0,2,-12
E14001041,Winchester,Con,LD,28430,2723,27445,0,0,0,0,0,0,0,0,0,292,0,-4,-11
E14001042,Windsor,Con,LD,31501,8147,11422,0,1796,0,0,0,0,0,0,0,884,0,-2,-9
E14001043,Wirral South,Lab,Con,16179,22284,2917,1219,948,0,0,0,0,0,0,0,0,0,-9,2
E14001044,Wirral West,Lab,Con,17692,20695,2706,860,965,0,0,0,0,0,0,0,0,0,-11,2
E14001045,Witham,Con,Lab,32876,8794,4584,0,3090,0,0,0,0,0,0,0,0,0,10,-4
E14001046,Witney,Con,LD,33856,8770,18679,0,0,0,0,0,0,0,0,0,0,0,-1,-6
E14001047,Woking,Con,LD,26396,8827,16629,0,1485,0,0,0,0,0,0,0,600,0,-2,-11
E14001048,Wokingham,Con,LD,30734,6450,23351,0,1382,0,0,0,0,0,0,0,80,0,-4,-9
E14001049,Wolverhampton North East,Con,Lab,17722,13642,960,1354,603,0,0,0,0,0,0,0,0,0,-7,-1
E14001050,Wolverhampton South East,Lab,Con,14287,15522,1019,2094,521,0,0,0,0,0,0,0,0,0,-6,-2
E14001051,Wolverhampton South West,Con,Lab,19864,18203,2041,1028,0,0,0,0,0,0,0,0,0,0,-7,-2
E14001052,Worcester,Con,Lab,25856,19098,3666,0,1694,0,0,0,0,0,0,0,584,0,-6,-5
E14001053,Workington,Con,Lab,20488,16312,1525,1749,596,0,0,0,0,0,0,0,929,0,-5,14
E14001054,Worsley and Eccles South,Lab,Con,17227,20446,2510,3224,1300,0,0,0,0,0,0,0,0,0,-8,5
E14001055,Worthing West,Con,Lab,30475,15652,6024,0,2008,0,0,0,0,0,0,0,489,0,3,-15
W07000044,Wrexham,Con,Lab,15199,13068,1447,1222,445,0,2151,0,0,0,0,0,0,0,-9,0
E14001056,Wycombe,Con,Lab,24766,20552,6543,0,1454,0,0,0,0,0,0,0,1441,0,-1,-7
E14001057,Wyre and Preston North,Con,Lab,31589,14808,4463,0,1729,0,0,0,0,0,0,0,335,0,-6,11
E14001058,Wyre Forest,Con,Lab,32960,11547,4081,0,1973,0,0,0,0,0,0,0,0,0,-8,-3
E14001059,Wythenshawe and Sale East,Lab,Con,13459,23855,3111,2717,1559,0,0,0,0,0,0,0,58,0,-6,3
E14001060,Yeovil,Con,LD,34588,3761,18407,0,1629,0,0,0,0,0,0,0,875,0,-10,-14
W07000041,Ynys Môn,Con,Lab,12959,10991,0,2184,0,0,10418,0,0,0,0,0,0,0,-14,1
E14001061,York Central,Lab,Con,13767,27312,4149,1479,2107,0,0,0,0,0,0,0,691,0,0,11
E14001062,York Outer,Con,Lab,27324,17339,9992,0,0,0,0,0,0,0,0,0,692,0,-1,11
